name,category,subCategory,launched,result,backers,country,pledged,goal,value
Ari y la Cafetería de los Horrores,Webcomics,Comics,2017/06/06,successful,138,Mexico,2706.52,1374.99,1
Dr. Wicked - Colored Beer Project,Drinks,Food,2017/05/25,failed,4,Mexico,242,14233.86,1
FROM TIJUANA: 1er Campaña de Digitalización de Fotografías,Apps,Technology,2017/05/20,successful,12,Mexico,1130.24,1099.99,1
Publicacion de Enseñándote a amar.,Young Adult,Publishing,2017/05/05,failed,0,Mexico,0,10999.89,1
¡¡¡GOOD Bye mosquitos!!!,Gadgets,Technology,2017/06/13,failed,2,Mexico,10.17,10999.89,1
¿Desayunamos?,Restaurants,Food,2017/05/04,failed,3,Mexico,2.75,43999.56,1
Hasta la Cima: Primer Cortometraje de Rodrigo Moreno,Romance,Film & Video,2017/06/02,canceled,0,Mexico,0,714.99,1
TUR DE CINE MEXICANO FEST,Festivals,Film & Video,2017/05/03,failed,1,Mexico,0.55,6599.93,1
Crowdfilming platform for filmmakers around the world,Mixed Media,Art,2017/05/03,failed,1,Mexico,0.55,5499.95,1
Largometraje La llamada,Romance,Film & Video,2017/06/16,canceled,5,Mexico,93.39,2749.97,1
Maria's Summer Proyect,Art,Art,2017/06/01,failed,0,Mexico,0,5499.95,1
Tuna Roja,Fiction,Publishing,2017/06/01,failed,34,Mexico,1721.48,4234.96,1
El Ignorante – Fon Gómez,Documentary,Film & Video,2017/06/01,successful,125,Mexico,3878.12,1649.98,1
Archivo Gurrola,Plays,Theater,2017/06/01,successful,121,Mexico,20349.25,18835.11,1
Tree of Dreams - Awaken your ideas by dreaming them,Nonfiction,Publishing,2017/05/27,failed,2,Mexico,82.5,2749.97,1
Vendermiauto.com.mx,Web,Technology,2017/05/12,canceled,0,Mexico,0,2749.97,1
Publicación de Apología del extravío,Fiction,Publishing,2017/05/12,successful,28,Mexico,566.49,549.99,1
A New World,Video Games,Games,2017/05/31,failed,1,Mexico,1.11,16632.48,1
"Real estate app reward, app ""WYF""",Apps,Technology,2017/05/31,failed,1,Mexico,1.11,27720.8,1
Renovación Vagón Escuela Primaria,Architecture,Design,2017/05/31,canceled,14,Mexico,926.98,16078.06,1
Doña Petra,Shorts,Film & Video,2017/05/31,failed,0,Mexico,0,1108.83,1
Virtual showroom Cotuffet,Apps,Technology,2017/05/29,failed,0,Mexico,0,27720.8,1
SIO,Apps,Technology,2017/05/21,failed,2,Mexico,29.16,1663.25,1
Cruel Destino-Amigos Especiales,Animation,Film & Video,2017/06/09,failed,1,Mexico,11.09,1552.36,1
EL OPEN CONTRA LA OBESIDAD/FOMENTAR EL DEPORTE Y VIDA SANA,Experimental,Film & Video,2017/06/07,failed,0,Mexico,0,4989.74,1
"Libro ""Sol Negro"" - Un libro de Irgar",Fiction,Publishing,2017/05/30,failed,0,Mexico,0,1108.83,1
Taquerias al Pastor Moviles,Food Trucks,Food,2017/05/30,failed,0,Mexico,0,24948.72,1
GOdinez,Apps,Technology,2017/05/30,failed,0,Mexico,0,2772.08,1
Migajas Conscientes,Publishing,Publishing,2017/05/30,failed,10,Mexico,158.56,2494.87,1
OddOnes Demo,Punk,Music,2017/05/28,failed,0,Mexico,0,1219.72,1
Reaching out for new places to be heard (music tour),Music,Music,2017/05/15,successful,33,Mexico,1663.25,1663.25,1
Andrés Across America,Documentary,Film & Video,2017/05/09,successful,93,Mexico,16743.92,16632.48,1
Count: Servicio de conversión de archivos XML a PDF en línea,Software,Technology,2017/06/01,failed,0,Mexico,0,232.85,1
Esas Viejas Heridas se va a Los Angeles,Festivals,Theater,2017/05/28,failed,1,Mexico,5.54,1386.04,1
Exclie - Expediente Clínico Electrónico Universal -,Software,Technology,2017/05/18,failed,2,Mexico,77.62,55441.59,1
REMATIC.,Apps,Technology,2017/05/08,failed,1,Mexico,5.54,5544.16,1
Dark Matters,Performances,Dance,2017/06/05,successful,55,Mexico,2444.97,1940.46,1
UTO Zhombis,Video Games,Games,2017/05/27,failed,2,Mexico,5.54,3880.91,1
Most percentage funded ever for a Guinness Record,Publishing,Publishing,2017/05/25,successful,2,Mexico,522.81,0.55,1
Apoya al Festival Nacional de Orquestas Juveniles,Classical Music,Music,2017/05/11,failed,1,Mexico,5.54,554.42,1
Rescatando al Maíz Mexicano,Video,Journalism,2017/04/27,failed,0,Mexico,0,3326.5,1
El Circulo Rosa,Drama,Film & Video,2017/04/27,failed,0,Mexico,0,3880.91,1
"Encuentro Internacional de Ópera. Saltillo, México.",Classical Music,Music,2017/06/08,failed,7,Mexico,63.76,526.7,1
GamerTruck México,Video Games,Games,2017/05/26,failed,0,Mexico,0,8870.65,1
Double p crew,Apparel,Fashion,2017/05/26,failed,0,Mexico,0,1885.01,1
Let's create a vinyl record store.,Rock,Music,2017/05/26,failed,0,Mexico,0,11088.32,1
Claudia Toffano : hand embroidered bridal gowns,Couture,Fashion,2017/05/26,successful,192,Mexico,17283.92,16355.27,1
Proyecto La Loma,Architecture,Design,2017/04/26,successful,26,Mexico,1846.21,1663.25,1
"RESTAUDRON ""TAMPICO MAR""",Restaurants,Food,2017/05/10,failed,2,Mexico,1.66,3326.5,1
Adal Pérez en JM Jazz World Orchestra,Art,Art,2017/04/25,failed,2,Mexico,2,2217.66,1
Heroica ciudad Juárez: refugio de México,Narrative Film,Film & Video,2017/06/08,failed,1,Mexico,0.55,166.25,1
Visibilidad Lésbica en México,Web,Technology,2017/05/24,canceled,3,Mexico,227.21,831.26,1
ChetuBus,Apps,Technology,2017/05/24,failed,3,Mexico,28.82,1108.34,1
Dios para el mundo (radio comunitaria),Journalism,Journalism,2017/04/24,failed,1,Mexico,0.55,387.92,1
"Fotolibro: Rarámuri, almas rebeldes de la sierra",Photobooks,Photography,2017/04/24,canceled,17,Mexico,1051.54,36021.06,1
Álbum Ojos negros,Latin,Music,2017/05/23,failed,1,Mexico,110.83,2216.68,1
XYCasesMéxico - Fundas para iPhone - iPhone Cases,Accessories,Fashion,2017/05/13,failed,0,Mexico,0,3602.11,1
"Documentary: Abril, and the whale shark island",Documentary,Film & Video,2017/05/12,successful,96,Mexico,6341.92,5541.7,1
X Enemy,Video Games,Games,2017/04/22,failed,0,Mexico,0,5541.7,1
Snowball Wars,Video Games,Games,2017/05/23,failed,2,Mexico,53.2,1108.34,1
Disco Pedro Samper,Music,Music,2017/04/21,failed,20,Mexico,1274.3,6927.13,1
Aullido de mariposas,Theater,Theater,2017/04/21,failed,8,Mexico,324.19,4433.36,1
Gloobrs,Software,Technology,2017/05/30,failed,1,Mexico,0.55,8312.55,1
Axolote Tiles 3: Fantasy Realms,Tabletop Games,Games,2017/05/20,successful,136,Mexico,12036.3,554.17,1
The terrorist,Fiction,Publishing,2017/05/19,failed,0,Mexico,0,4433.36,1
El Cuarto Obscuro,Film & Video,Film & Video,2017/05/19,failed,17,Mexico,329.73,554.17,1
Dos Amantes Morbosas (Two Morbid Lovers),Romance,Film & Video,2017/05/19,failed,4,Mexico,96.15,332.5,1
La Abeja Sagrada Maya - The Sacred Mayan Bee,Farms,Food,2017/05/17,successful,68,Mexico,3235.95,83.13,1
Tricotomic Tarot / Tarot Tricotómico,Art,Art,2017/05/16,failed,2,Mexico,17.23,5541.7,1
María Bonita Documental,Documentary,Film & Video,2017/05/14,successful,65,Mexico,4215.85,4156.28,1
PARADISE LOST - SCI-FI SURVIVAL HORROR GAME,Video Games,Games,2017/05/18,successful,99,Mexico,2446.66,1662.51,1
Estoy aqui,Thrillers,Film & Video,2017/05/18,successful,17,Mexico,465.56,443.34,1
MOYO burgers,Food,Food,2017/05/18,failed,1,Mexico,0.55,2770.85,1
"Libro ""Comunicación con Bebés"", de Miriam Escacena.",Publishing,Publishing,2017/05/18,successful,51,Mexico,1586.59,1551.68,1
Bambú Clothing,Apparel,Fashion,2017/05/03,failed,1,Mexico,0.55,831.26,1
"EL OGRITO, VIAJA DE OAXACA A CDMX, AYÚDALO A LOGRARLO!!!",Plays,Theater,2017/04/30,successful,12,Mexico,731.5,720.42,1
ETC Crew,Hip-Hop,Music,2017/04/28,failed,1,Mexico,1.11,13854.25,1
Slay Teatro,Musical,Theater,2017/04/18,failed,0,Mexico,0,2216.68,1
J Diablo vol. 1,Hip-Hop,Music,2017/05/19,failed,1,Mexico,0.56,1667.59,1
The Hippocritics,Documentary,Film & Video,2017/05/17,failed,4,Mexico,200.11,33351.86,1
CAFÉ CANELA,Restaurants,Food,2017/04/27,failed,1,Mexico,1,66703.72,1
El Balcón de Jean Genet Dir. Martín Acosta CasAzul 2017,Immersive,Theater,2017/05/31,successful,38,Mexico,1283.49,1111.73,1
MecaniK InformaL in Glastonbury,Latin,Music,2017/05/31,canceled,0,Mexico,0,11117.29,1
TOM LIVE GAMES - Juegos en vivo,Live Games,Games,2017/05/16,canceled,3,Mexico,127.85,5558.64,1
"Terremoto, a unique Pan-American art magazine",Periodicals,Publishing,2017/05/15,successful,313,Mexico,24551.59,22234.57,1
Habitación 306,Plays,Theater,2017/05/06,successful,70,Mexico,3390.77,3335.19,1
FastBrush,Product Design,Design,2017/05/15,failed,0,Mexico,0,13896.61,1
Mad Broker: The Bible Of The Broker,Publishing,Publishing,2017/05/14,failed,0,Mexico,0,1111.73,1
Youtubers Mexicanos para el Mundo,Public Art,Art,2017/05/15,failed,0,Mexico,0,1111.73,1
FAWAR - RPG Horror Post Apocalyptic Roguelike,Video Games,Games,2017/05/13,canceled,9,Mexico,52.25,2223.46,1
retratAthe,Mixed Media,Art,2017/05/12,successful,37,Mexico,4003.61,3891.05,1
Hell On Earth,Video Games,Games,2017/04/13,failed,1,Mexico,8.34,11117.29,1
Queens Of The World: Una mirada a la escena drag de la CDMX,Photobooks,Photography,2017/04/13,failed,88,Mexico,6566.15,22234.57,1
SofyDolly- Handcrafted Dolls & Multipurpose Case,Crafts,Crafts,2017/05/12,failed,1,Mexico,25.01,4446.91,1
The End Is Nahual: If I May Say So,Video Games,Games,2017/05/12,canceled,161,Mexico,5955.59,36131.18,1
Luciana Muraira en Italia: Semper Music Festival,Classical Music,Music,2017/05/26,successful,26,Mexico,4485.83,4446.91,1
Mi Hijo Sólo Camina Un Poco Más Lento MX,Plays,Theater,2017/05/16,successful,59,Mexico,3779.88,3779.88,1
Derelict - Muliplayer FPS Game for Mobile and PC,Video Games,Games,2017/05/11,canceled,2,Mexico,111.17,1111.73,1
"Todos somos historias, ¿y tú?",Documentary,Film & Video,2017/05/11,failed,2,Mexico,56.7,13946.64,1
"Niños, kids, por fin una manera divertida de bañarse!!",Games,Games,2017/04/25,failed,2,Mexico,1.67,26681.49,1
Curso en Saltillo mezzosoprano Yael Vázquez,Music,Music,2017/05/13,successful,20,Mexico,555.16,549.12,1
La salsa más rica del mundo!,Food,Food,2017/05/10,successful,5,Mexico,444.79,274.56,1
La Orquesta del Cerro // Mountain Orchestra,Classical Music,Music,2017/05/10,failed,4,Mexico,54.91,549.12,1
#Mickey la película,Documentary,Film & Video,2017/04/25,successful,150,Mexico,13810.33,13727.97,1
Seeker,Web,Technology,2017/04/25,failed,2,Mexico,1.1,3294.71,1
Esta puta ópera de a peso,Comedy,Theater,2017/04/10,successful,63,Mexico,4061.28,3843.83,1
Vestuario//cosplay//caracterización,Couture,Fashion,2017/05/19,canceled,0,Mexico,0,137.28,1
Disco de Son Jarocho y presentación en Teatro Nac. de Cusco,World Music,Music,2017/05/19,failed,0,Mexico,0,1372.8,1
Muros somos - el libro sobre artistas urbanos de México,Art Books,Publishing,2017/04/24,successful,250,Mexico,15214.98,14277.09,1
Nitza Oremort / Primera Producción de Album,Rock,Music,2017/04/19,successful,42,Mexico,4286.69,3843.83,1
The Future Game Designer,Video Games,Games,2017/05/08,suspended,0,Mexico,0,302.02,1
CODE Adventures,Web,Technology,2017/05/08,failed,0,Mexico,0,16473.56,1
"Serie: ""Metrópolis de México""",Documentary,Film & Video,2017/05/08,canceled,0,Mexico,0,3294.71,1
DÍAS FELICES de Samuel Beckett,Plays,Theater,2017/04/18,canceled,4,Mexico,411.84,3843.83,1
"Documental ""Las Rastreadoras""",Documentary,Film & Video,2017/04/08,failed,2,Mexico,112.57,5491.19,1
The New México ( El nuevo México),Documentary,Film & Video,2017/04/08,failed,1,Mexico,60.4,5491.19,1
Músico Oaxaqueño en Europa Luis Zárate,Classical Music,Music,2017/05/20,failed,0,Mexico,0,1921.92,1
Brazalete-porta sombras de maquillaje,Product Design,Design,2017/04/27,failed,0,Mexico,0,3020.15,1
Cortometraje - El mar entre las casas,Drama,Film & Video,2017/04/22,failed,6,Mexico,136.18,823.68,1
Orquesta Conkal Tocando Sueños,Kids,Music,2017/04/22,failed,0,Mexico,0,35692.71,1
MONIN. EL FOTÓGRAFO DEL INVIERNO,Documentary,Film & Video,2017/05/16,failed,6,Mexico,156.5,1372.8,1
From Mexico to the world,Embroidery,Crafts,2017/05/06,failed,1,Mexico,5.49,823.68,1
Las Palabras Favoritas (y otras instantáneas),Shorts,Film & Video,2017/05/06,failed,2,Mexico,131.79,823.68,1
Yinster - El Email Marketing Mexicano,Software,Technology,2017/04/26,failed,2,Mexico,1.98,16473.56,1
"EL ARTE DE LA NATURALEZA, fauna amenazada de Chiapas",Illustration,Art,2017/04/06,canceled,2,Mexico,82.37,5491.19,1
Llevemos la musica al siguiente nivel,Sound,Technology,2017/05/05,failed,1,Mexico,1.1,3020.15,1
EXPOSICIÓN FOTOGRÁFICA CICLISTA,Public Art,Art,2017/05/05,failed,0,Mexico,0,823.68,1
Innovadora App Para Uso De Transporte Público,Apps,Technology,2017/05/05,failed,1,Mexico,0.99,4392.95,1
ik. Tecnologias cotidianas,Technology,Technology,2017/04/20,failed,0,Mexico,0,4392.95,1
"""Ventanas Rotas"", Un pequeño gran libro de cuentos.",Fiction,Publishing,2017/04/05,failed,4,Mexico,148.26,4942.07,1
"Del Pacífico al Atlántico Sur ""CERO AGUACERO""/TeatroRodante",Plays,Theater,2017/04/24,successful,26,Mexico,2929.55,2745.59,1
Angeles Pacheco´s Band/ Ahora,Jazz,Music,2017/04/19,successful,41,Mexico,2781.29,2471.03,1
Documental Motodestino: Agua Dulce | Fresh Water Documentary,Documentary,Film & Video,2017/04/04,failed,16,Mexico,1030.15,10433.25,1
"""The Conquest of Space: Curiosity"" Poster",Illustration,Art,2017/05/03,successful,44,Mexico,1889.86,1610.22,1
EuroParazit 2017,Rock,Music,2017/05/01,successful,63,Mexico,3502.82,3220.44,1
MúSiCa creada por Niñ@S: TuttiTu.,World Music,Music,2017/04/26,successful,131,Mexico,4553.82,4240.24,1
Healty Desserts - Disfrute de lo rico sin remordimientos,Food,Food,2017/05/12,failed,0,Mexico,0,858.78,1
Phasto,Web,Technology,2017/05/02,failed,0,Mexico,0,5367.4,1
Short films that represents cities,Shorts,Film & Video,2017/04/27,canceled,0,Mexico,0,1824.92,1
Bunny Boy's Debut EP,Electronic Music,Music,2017/04/27,canceled,2,Mexico,40.26,1288.18,1
FOSA DE LAS MARIANAS.,Documentary,Film & Video,2017/04/02,failed,0,Mexico,0,107347.97,1
Biodiversity Awareness Through ART,Public Art,Art,2017/05/01,failed,0,Mexico,0,1341.85,1
CIENCIA-MX comunicación e inovación en ciencia y tecnología,Makerspaces,Technology,2017/04/24,failed,0,Mexico,0,2683.7,1
Photographic collection of Guanajuato: World Heritage,Places,Photography,2017/04/16,failed,0,Mexico,0,4830.66,1
El Viento y El Papalote,Drama,Film & Video,2017/04/11,failed,0,Mexico,0,1073.48,1
PERCEPTION,Art,Art,2017/04/03,failed,13,Mexico,540.23,4562.29,1
Dog Theatre,Video Games,Games,2017/04/01,failed,20,Mexico,133.11,5367.4,1
El manglar de Ventanilla / Ventanilla's mangrove,Documentary,Film & Video,2017/04/23,successful,23,Mexico,1187.27,1180.83,1
Kids around & Coffee,Drinks,Food,2017/04/18,failed,0,Mexico,0,4025.55,1
TELAR hacia el World Fashion Week - Summer Romero,Apparel,Fashion,2017/05/09,failed,51,Mexico,3328.32,11808.28,1
Amor Eterno : Una Experiencia Gourmet en Paletas,Food,Food,2017/04/29,failed,1,Mexico,5.37,5367.4,1
La actualidad prehispánica // The prehispanic present,Fiction,Publishing,2017/04/20,failed,2,Mexico,53.67,7514.36,1
Titos hielitos,Food,Food,2017/03/30,failed,1,Mexico,40.26,80.51,1
Kaiser - Contracorriente Maquila de CD´S,Rock,Music,2017/05/08,failed,0,Mexico,0,912.46,1
Cómo ser trans y morir siendo asesinada en el intento,Publishing,Publishing,2017/04/28,failed,13,Mexico,276.42,1073.48,1
Cd Música religiosa SUD,Faith,Music,2017/04/28,failed,0,Mexico,0,1341.85,1
Fostering the Culture of Entrepreneurship (APP),Apps,Technology,2017/04/28,failed,4,Mexico,1005.85,214695.94,1
JUSTICIA PARA LOS RICOS VENGANZA PARA LOS POBRES,Shorts,Film & Video,2017/04/28,failed,0,Mexico,0,268.37,1
Psiconautas -Art Toy- We project your emotions in sculpture.,Sculpture,Art,2017/04/13,failed,0,Mexico,0,536.74,1
PetHouse,Web,Technology,2017/04/13,failed,0,Mexico,0,4293.92,1
Todo por la cultura!,Public Art,Art,2017/03/29,failed,0,Mexico,0,2683.7,1
Dark Matters,Performances,Dance,2017/04/27,canceled,5,Mexico,126.13,1878.59,1
In Motion,Apps,Technology,2017/04/27,failed,1,Mexico,0.54,268369.92,1
"Entre Espacios, el documental",Documentary,Film & Video,2017/04/17,successful,77,Mexico,6532.12,6440.88,1
Civic Kids,Mobile Games,Games,2017/03/28,canceled,1,Mexico,5.37,11271.54,1
sustainable cities cluster: big data and sustainabilty,Software,Technology,2017/03/28,failed,1,Mexico,107.35,54318.07,1
Templo Azteca Chocolate,Food,Food,2017/05/10,failed,8,Mexico,266.32,18945.55,1
The Official Dj Masa - New EP Album! Coming Soon!,Electronic Music,Music,2017/04/26,failed,0,Mexico,0,2435.86,1
"Con tu ayuda podremos financiar EL BEBEDERO, JUEGO DE MESA",Tabletop Games,Games,2017/04/26,failed,1,Mexico,16.24,3247.81,1
CreaToys,DIY,Crafts,2017/04/26,failed,5,Mexico,70.37,1461.51,1
Videoclip 01 Rapero,Music Videos,Film & Video,2017/04/16,failed,0,Mexico,0,460.11,1
Los Muros Que Nos Separan,Drama,Film & Video,2017/04/09,successful,28,Mexico,1415.5,1353.25,1
CORONEO,Film & Video,Film & Video,2017/04/07,successful,24,Mexico,1928.39,1623.9,1
G.ENCAR,Woodworking,Crafts,2017/03/27,failed,0,Mexico,0,3518.46,1
3d Memories,Printing,Crafts,2017/03/27,failed,0,Mexico,0,18945.55,1
Bloques Galácticos,Animation,Film & Video,2017/04/25,failed,15,Mexico,436.78,849.84,1
Guía básica para la muerte perfecta.,Drama,Film & Video,2017/04/10,successful,55,Mexico,3297.88,3247.81,1
cafeteria cuax and sun,Food,Food,2017/04/10,failed,2,Mexico,27.61,1894.55,1
Los Retratos de Simone,Drama,Film & Video,2017/04/10,successful,59,Mexico,3350.65,3247.81,1
Lucas el grande,Film & Video,Film & Video,2017/04/10,successful,47,Mexico,3825.65,3626.72,1
Otro Muerto Cortometraje,Shorts,Film & Video,2017/04/10,successful,98,Mexico,5458.48,4601.06,1
Las Candelarias - Cortometraje / ShortFilm,Thrillers,Film & Video,2017/04/10,successful,61,Mexico,3789.11,3789.11,1
Vanessa - Short Film,Shorts,Film & Video,2017/04/10,successful,30,Mexico,3411.55,3247.81,1
First Attack In Winter,Publishing,Publishing,2017/03/25,failed,1,Mexico,8.12,12991.23,1
TRES BROTHERS,Webseries,Film & Video,2017/04/24,failed,0,Mexico,0,811.95,1
Telar - Summer Romero,Apparel,Fashion,2017/04/24,canceled,7,Mexico,381.62,11908.63,1
Todo por ser Millennial,Webseries,Film & Video,2017/04/24,canceled,9,Mexico,357.26,974.34,1
"Connected, una app para hacer voluntariado",Apps,Technology,2017/04/24,failed,0,Mexico,0,270.65,1
Todo por ser Millennial,Comedy,Film & Video,2017/04/24,canceled,0,Mexico,0,97.43,1
"TELEGRAMAS. Temporada 2017, teatro La Capilla",Plays,Theater,2017/04/23,failed,4,Mexico,376.2,4709.32,1
New ECO Moving,Technology,Technology,2017/04/13,failed,3,Mexico,43.3,178629.43,1
Encuentra el sentido,Video Games,Games,2017/03/24,failed,0,Mexico,0,3247.81,1
SE ACABO EL SILENCIO,Music,Music,2017/03/24,failed,0,Mexico,0,1732.16,1
Equipo de dj tornamesas pioneer con luces roboticas,World Music,Music,2017/04/22,failed,0,Mexico,0,43304.1,1
Yonki,Movie Theaters,Film & Video,2017/04/18,failed,0,Mexico,0,1623.9,1
Res-Legere Anima,Video Games,Games,2017/03/23,failed,1,Mexico,5.41,2706.51,1
"Kenkofridge. Eat nice, eat healthy.",Apps,Technology,2017/04/21,failed,1,Mexico,54.13,1353.25,1
Q-YO BLASTER game,Video Games,Games,2017/04/21,successful,36,Mexico,793.44,685.61,1
CAFExpress,Food,Food,2017/04/21,failed,0,Mexico,0,324.78,1
MX Box Bikes,Product Design,Design,2017/04/20,failed,2,Mexico,28.36,514.24,1
NutriFit,Food,Food,2017/04/20,failed,0,Mexico,0,270.65,1
Geek & Chic | Smart Jewelry and Accessories,Wearables,Technology,2017/04/17,canceled,8,Mexico,649.56,1353.25,1
Ya no soy Godinez,Nonfiction,Publishing,2017/04/14,failed,3,Mexico,62.79,2165.21,1
"OBRA NEGRA, una grieta abierta entre el amor y la muerte.",Horror,Film & Video,2017/03/21,successful,22,Mexico,654.92,649.56,1
Candado Nucleón Electrónico Satelital para Camión,Gadgets,Technology,2017/04/19,failed,0,Mexico,0,2669.51,1
Build & Empire,Video Games,Games,2017/04/19,failed,3,Mexico,294.18,4538.17,1
Blocks -True Code Blocks!,Robots,Technology,2017/03/20,failed,2,Mexico,3.2,37373.2,1
UI Controls for Xamarin.Forms,Software,Technology,2017/04/18,failed,1,Mexico,0.53,8008.54,1
Pasarela Gastronómica,Couture,Fashion,2017/04/18,canceled,6,Mexico,181.53,1601.71,1
Tweeting Trumpito,Sculpture,Art,2017/04/18,failed,4,Mexico,74.32,5872.93,1
Magolobo´s Inktober minibook,Art Books,Publishing,2017/04/13,failed,4,Mexico,53.39,854.24,1
Zul Movie,Fantasy,Film & Video,2017/04/01,successful,72,Mexico,3142.02,3043.25,1
#DanzaVisual - Fondeo a la Danza Independiente,Performance Art,Art,2017/04/17,failed,0,Mexico,0,1334.76,1
Come Back Love,Romance,Film & Video,2017/04/01,failed,0,Mexico,0,1334.76,1
"ALBUM ""NUBES DE CIUDAD"" RAFO MEJIA",Latin,Music,2017/04/16,failed,7,Mexico,150.03,1388.15,1
DOCUMENTAL: PROTEGER A LA VAQUITA MARINA,Documentary,Film & Video,2017/04/11,failed,0,Mexico,0,26695.14,1
Yakana,Drinks,Food,2017/04/06,successful,87,Mexico,5501.07,5339.03,1
Platería Von Dorsh,Product Design,Design,2017/03/17,failed,0,Mexico,0,26.7,1
Buena Vibra Fest,Public Art,Art,2017/04/13,failed,6,Mexico,376.4,2370.53,1
#Mickey,Documentary,Film & Video,2017/03/31,canceled,20,Mexico,699.41,16017.08,1
EDDY Tacos & Drinks,Restaurants,Food,2017/03/31,failed,1,Mexico,2.67,1601.71,1
Los Maratones del Mundo,Video,Journalism,2017/03/25,failed,0,Mexico,0,4271.22,1
poesía existencialista para el fin del mundo... Exhotermick,Poetry,Publishing,2017/03/16,failed,1,Mexico,5.34,160.17,1
Las Notas de Marina por Juan Carlos Garcia,Young Adult,Publishing,2017/03/15,failed,0,Mexico,0,1441.54,1
Walking T-rex in your living room,DIY,Crafts,2017/04/14,failed,2,Mexico,112.12,4805.13,1
Monchette Food Truck,Food Trucks,Food,2017/04/14,failed,4,Mexico,32.57,1601.71,1
Iván Trujillo Mexican Conductor,Classical Music,Music,2017/04/14,failed,1,Mexico,0.53,5339.03,1
Poseído,Horror,Film & Video,2017/03/14,canceled,0,Mexico,0,8008.54,1
"Proyecto ""Feroz""",Comedy,Theater,2017/04/28,successful,7,Mexico,672.72,266.95,1
Decisión Cortometraje / Shortfilm,Shorts,Film & Video,2017/04/13,failed,1,Mexico,10.68,1601.71,1
"""CANDIDATO INDEPENDIENTE el Musical""",Musical,Theater,2017/03/14,failed,2,Mexico,32.03,21356.11,1
CONSERVICIOS,Apps,Technology,2017/03/14,failed,0,Mexico,0,26695.14,1
Programa La Esquina se va de viaje por el noroeste de México,Crafts,Crafts,2017/04/15,failed,7,Mexico,248.72,2645.92,1
// Pixel Flats // Custom Design according your mood //,Product Design,Design,2017/04/12,failed,0,Mexico,0,5291.85,1
Nacho Calleja archival prints,Fine Art,Photography,2017/04/08,failed,0,Mexico,0,2487.17,1
MONTIEL CD,Pop,Music,2017/04/11,failed,1,Mexico,37.04,5291.85,1
ecoaventure,Young Adult,Publishing,2017/04/11,canceled,0,Mexico,0,1587.55,1
Motor de aire como fuente renovable de energía alternativa,Gadgets,Technology,2017/04/11,failed,1,Mexico,21.17,10583.69,1
Bahux,Design,Design,2017/04/10,successful,17,Mexico,149.18,26.46,1
"""Escaramuza de palo""",Documentary,Film & Video,2017/04/10,successful,8,Mexico,1587.92,1587.55,1
Éxodo Documental,Documentary,Film & Video,2017/04/10,successful,24,Mexico,1596.97,1587.55,1
Noches de teatro. A documentary short film.,Documentary,Film & Video,2017/04/10,successful,16,Mexico,1587.55,1587.55,1
Hoffen Cold tears of an angel vinyl edition,Music,Music,2017/04/05,failed,7,Mexico,132.3,2910.51,1
Uan-Mook,Fashion,Fashion,2017/04/05,successful,36,Mexico,1771.18,1270.04,1
Apps to help students (Productivity & Health),Apps,Technology,2017/03/31,failed,0,Mexico,0,1217.12,1
Película mexicana: Los Mundos de Felicia,Video Art,Art,2017/03/31,failed,0,Mexico,0,793.78,1
Criadero de Cerdo Criollo Organico,Farms,Food,2017/03/31,failed,1,Mexico,10.58,2645.92,1
YAKANA,Drinks,Food,2017/03/21,canceled,23,Mexico,958.67,21167.38,1
Identidades convergentes,Public Art,Art,2017/03/11,canceled,3,Mexico,37.04,19844.42,1
Recreo: Una comunidad para los científicos del mañana,Children's Books,Publishing,2017/03/25,failed,59,Mexico,3426.26,10583.69,1
Driving Freud,Apps,Technology,2017/03/10,failed,6,Mexico,105.84,10583.69,1
Cruce - Cortometraje/Shortfilm,Shorts,Film & Video,2017/04/03,successful,18,Mexico,952.53,793.78,1
Energizing Adventures | Stories about energy,Graphic Novels,Comics,2017/03/29,canceled,26,Mexico,1220.83,7937.77,1
1000 Sitios HTML5 responsivos en base a plantilla,Web,Technology,2017/05/02,failed,0,Mexico,0,5291.85,1
"Efímero, cortometraje",Shorts,Film & Video,2017/04/07,failed,4,Mexico,227.55,1481.72,1
EasySeed,Product Design,Design,2017/04/07,canceled,3,Mexico,563.58,1322.96,1
Smash Overload,Video Games,Games,2017/04/07,failed,4,Mexico,281.53,10583.69,1
¡Rudísimo! - Documental,Film & Video,Film & Video,2017/04/07,successful,23,Mexico,1619.83,1587.55,1
"“Peloteros”, documental sobre Béisbol / Baseball documentary",Documentary,Film & Video,2017/04/07,successful,48,Mexico,1587.55,1587.55,1
Apoya a Team DJS!,Performances,Dance,2017/03/23,failed,48,Mexico,1496.53,9525.32,1
Make 100 / Mexican Bags,Accessories,Fashion,2017/03/23,successful,9,Mexico,579.46,264.59,1
Danza folclórica mexicana UAM (Gira internacional),Dance,Dance,2017/04/04,failed,5,Mexico,246.07,2645.92,1
LailApp,Apps,Technology,2017/03/07,failed,6,Mexico,201.62,31751.07,1
Acento,Nonfiction,Publishing,2017/03/07,canceled,17,Mexico,528.44,10583.69,1
Correspondencias maromeras,Art,Art,2017/03/07,successful,63,Mexico,3091.76,3069.27,1
"""PIÉNSALO 2 VECES""",Plays,Theater,2017/04/16,failed,0,Mexico,0,1574.31,1
Farbicacion de moda coreana y mexicana,Apparel,Fashion,2017/04/05,failed,0,Mexico,0,10495.38,1
